order_id,customer_id,customer_name,email,city,state,country,product_id,product_title,category,brand,quantity,unit_price,discount,tax,shipping,total_amount,net_amount,payment_method,status,rating,order_date
100011,3646,Melanie Herrera,kayla51@example.com,Mooretown,Washington,United States,7209,Philips Furniture Product 471,Electronics,LG,3,21236,1000,11467.44,120,63708,74295.44,Debit Card,Pending,3.5,2025-11-17 18:26:54
100012,10295,Deborah Mason,williamrodriguez@example.net,Meaganhaven,Rhode Island,United States,8878,Samsung Fashion Product 375,Toys,IKEA,1,12193,100,2194.74,40,12193,14327.74,UPI,Cancelled,4.0,2025-06-26 21:59:54
100013,10938,James Martin,georgetracy@example.org,Natashaport,Kansas,United States,6733,Adidas Furniture Product 387,Beauty,Mamaearth,2,21917,750,7890.12,120,43834,51094.12,Debit Card,Pending,5.0,2025-10-14 22:36:54
100014,2049,Shawn Arroyo,dennislisa@example.net,East Donna,Oklahoma,United States,6384,Apple Appliances Product 284,Beauty,LG,3,14654,1000,7913.16,80,43962,50955.16,Credit Card,Delivered,3.5,2025-08-29 21:17:54
100015,4899,Joseph Obrien,sarahcampos@example.net,Lake Larry,Texas,United States,6140,Dell Toys Product 110,Furniture,Nike,1,7800,0,1404.0,0,7800,9204.0,Wallet,Cancelled,4.8,2026-04-01 16:35:54
100016,11796,Jessica Holmes,wrightcaleb@example.org,New Jeffrey,California,United States,6765,Boat Grocery Product 211,Toys,IKEA,4,8261,750,5947.92,80,33044,38321.92,Wallet,Delivered,5.0,2025-11-08 17:09:54
100017,4116,Amy Jones,heathchad@example.org,Elizabethborough,Ohio,United States,7196,HP Home & Kitchen Product 217,Home & Kitchen,Sony,1,2285,500,411.3,60,2285,2256.3,Net Banking,Shipped,3.5,2025-08-17 21:15:54
100018,1241,Timothy Duncan,esanchez@example.com,North Collin,Nevada,United States,8969,Samsung Beauty Product 86,Grocery,HP,4,18332,0,13199.04,0,73328,86527.04000000001,Net Banking,Shipped,4.5,2027-02-25 07:56:54
100019,8454,Jason Shields,nuneztracey@example.org,South Jessicaville,Kansas,United States,6168,Puma Furniture Product 339,Toys,Nike,1,5693,500,1024.74,0,5693,6217.74,Credit Card,Processing,4.0,2026-06-01 23:02:54
100020,10571,Joshua Taylor,joshuawright@example.org,Mortonside,Connecticut,United States,6952,Lenovo Furniture Product 81,Electronics,Lenovo,1,19277,1000,3469.86,0,19277,21746.86,UPI,Shipped,3.5,2026-03-15 15:06:54
100021,10485,Zachary Huff,housemelinda@example.org,Tuckerborough,Montana,United States,7435,Apple Appliances Product 42,Grocery,Dell,5,2525,50,2272.5,80,12625,14927.5,Cash on Delivery,Cancelled,4.8,2025-08-29 08:18:54
100022,3144,Carmen Smith,ybaker@example.com,Rodneyside,Texas,United States,7751,Dell Sports Product 235,Books,Zara,3,8843,50,4775.22,60,26529,31314.22,UPI,Delivered,4.5,2025-12-28 22:28:54
100023,5345,Brittney Phillips,rileyamy@example.net,Brianshire,New Mexico,United States,5542,Zara Books Product 452,Fashion,Zara,5,18747,0,16872.3,0,93735,110607.3,Credit Card,Processing,4.2,2026-10-30 20:35:54
100024,1128,Sarah Moore,yorkcasey@example.org,South David,Oregon,United States,7735,IKEA Furniture Product 154,Fashion,Zara,2,14657,1000,5276.52,60,29314,33650.520000000004,Credit Card,Processing,3.5,2027-01-15 10:36:54
100025,4450,Kristopher Harvey,ksandoval@example.net,Sarahborough,Texas,United States,7939,Boat Beauty Product 352,Sports,Lenovo,1,24626,1000,4432.68,40,24626,28098.68,Net Banking,Processing,3.5,2026-01-31 23:41:54
100026,3143,Cynthia Foster,stephen10@example.com,North Amandahaven,Kentucky,United States,7609,Sony Home & Kitchen Product 380,Toys,Lenovo,1,21083,500,3794.94,60,21083,24437.94,Wallet,Pending,4.8,2025-06-12 14:24:54
100027,7049,Gregory Jones,mikemoore@example.net,Cherylhaven,Alabama,United States,7385,Lenovo Home & Kitchen Product 221,Home & Kitchen,Apple,1,3964,0,713.52,40,3964,4717.52,Debit Card,Processing,3.5,2026-11-07 15:56:54
100028,7658,Kristen Huynh,mcmillandennis@example.org,Lake Angelaview,Maine,United States,8988,LG Home & Kitchen Product 474,Beauty,IKEA,3,7182,50,3878.28,0,21546,25374.28,Credit Card,Shipped,4.5,2026-04-26 07:59:54
100029,5065,Michelle Harris,william40@example.org,Calderonton,Alabama,United States,6092,Nike Fashion Product 196,Electronics,IKEA,1,6176,250,1111.68,80,6176,7117.68,Net Banking,Shipped,4.0,2027-03-15 13:54:54
100030,4164,Carlos Whitney,joycearnold@example.com,North Charlesberg,Ohio,United States,6632,Boat Sports Product 443,Fashion,Philips,4,11756,100,8464.32,40,47024,55428.32,Debit Card,Processing,5.0,2025-12-12 14:45:54
100031,5279,Jacob Tran,tanderson@example.com,West Jasonbury,Texas,United States,5731,LG Sports Product 20,Fashion,LG,5,13395,1000,12055.5,60,66975,78090.5,Net Banking,Processing,5.0,2025-05-26 17:59:54
100032,5173,Richard Henson,vdickson@example.org,Port Francisco,Idaho,United States,5181,Mamaearth Grocery Product 1,Furniture,Zara,3,14598,1000,7882.92,0,43794,50676.92,Cash on Delivery,Shipped,4.2,2026-05-28 08:15:54
100033,3041,Allison Doyle,kimberly63@example.com,Port Jacqueline,Missouri,United States,7948,Zara Sports Product 260,Sports,Dell,4,2591,250,1865.52,120,10364,12099.52,Net Banking,Processing,4.5,2026-03-16 11:57:54
100034,3851,Shannon Walker,ybailey@example.org,North Donna,Montana,United States,7521,LG Sports Product 208,Furniture,IKEA,3,18465,0,9971.1,40,55395,65406.1,UPI,Processing,4.2,2026-07-03 11:27:54
100035,4501,Sean Rasmussen,michael86@example.net,Sheilaville,Kentucky,United States,7093,HP Home & Kitchen Product 338,Fashion,Sony,2,14385,250,5178.6,80,28770,33778.6,Cash on Delivery,Cancelled,4.2,2026-07-25 04:46:54
100036,1400,Victor Baker,carlsonmichael@example.com,Obrienhaven,Delaware,United States,5189,Adidas Toys Product 313,Fashion,HP,1,24912,50,4484.16,60,24912,29406.16,Net Banking,Cancelled,4.0,2025-12-14 20:12:54
100037,1090,Kenneth Scott,zsmith@example.net,West Ryan,Texas,United States,8656,Philips Fashion Product 399,Grocery,Adidas,4,16498,500,11878.56,40,65992,77410.56,Credit Card,Cancelled,4.5,2025-09-27 10:47:54
100038,8612,Lisa Alvarado,cortezkevin@example.com,Nguyenport,Oklahoma,United States,7734,Lenovo Furniture Product 305,Books,Philips,1,18564,50,3341.52,0,18564,21855.52,Net Banking,Cancelled,5.0,2026-08-08 18:54:54
100039,8777,Jason Bentley,christinaturner@example.net,West Justinchester,Pennsylvania,United States,6843,Sony Beauty Product 431,Sports,Philips,5,14282,1000,12853.8,80,71410,83343.8,Cash on Delivery,Pending,5.0,2025-10-08 13:58:54
100040,5451,Erica Ramos,williamleon@example.net,Lake Christopher,North Carolina,United States,6375,Boat Furniture Product 42,Home & Kitchen,Nike,2,9297,750,3346.92,0,18594,21190.92,Credit Card,Pending,5.0,2027-04-28 23:18:54
100041,9890,Lisa Davis,emilywalker@example.org,North Brandon,New Mexico,United States,6908,Puma Electronics Product 106,Grocery,Puma,2,23446,50,8440.56,0,46892,55282.56,Cash on Delivery,Delivered,4.8,2026-06-27 03:24:54
100042,7865,Patricia Gibson,jennifercruz@example.com,East Diana,Alabama,United States,7204,Mamaearth Furniture Product 410,Appliances,Zara,4,15928,0,11468.16,60,63712,75240.16,Credit Card,Pending,4.0,2026-02-28 02:57:54
100043,7624,Shannon Mcclure,zrobinson@example.net,Williamsbury,Delaware,United States,7966,Nike Toys Product 471,Home & Kitchen,LG,3,14580,750,7873.2,0,43740,50863.2,Cash on Delivery,Delivered,4.5,2026-06-01 00:45:54
100044,8564,Robert Contreras,stephanie79@example.net,Rivasside,New Hampshire,United States,5744,Apple Sports Product 195,Books,Adidas,5,18792,0,16912.8,0,93960,110872.8,Net Banking,Processing,4.2,2027-02-16 03:11:54
100045,9837,Natasha Wells,karen48@example.com,West Scott,Virginia,United States,5213,Boat Beauty Product 333,Fashion,Philips,4,9416,500,6779.52,60,37664,44003.520000000004,Wallet,Delivered,3.5,2025-07-21 05:04:54
100046,8758,Devon Flores,taylorjesse@example.net,Lake Jason,Nebraska,United States,7742,Samsung Appliances Product 486,Beauty,HP,2,6831,0,2459.16,120,13662,16241.16,Wallet,Processing,4.2,2025-10-01 21:11:54
100047,1420,Joshua Perry,marissaprice@example.net,Port Nicoleshire,Missouri,United States,8804,Sony Appliances Product 347,Grocery,Puma,2,20152,0,7254.72,40,40304,47598.72,Wallet,Shipped,3.5,2026-03-12 17:40:54
100048,10837,Tommy Evans,acastaneda@example.net,South Jeffrey,Nevada,United States,8299,Samsung Appliances Product 401,Electronics,Boat,5,22929,50,20636.1,0,114645,135231.1,Cash on Delivery,Pending,5.0,2027-04-11 23:57:54
100049,9031,Mr. Michael Yates,marycalhoun@example.net,South Brittanytown,Colorado,United States,5432,Puma Books Product 326,Toys,Mamaearth,3,2558,1000,1381.32,60,7674,8115.32,Credit Card,Pending,4.0,2025-05-11 03:55:54
100050,8136,Brandy Murray,greenmark@example.com,Matthewfurt,Louisiana,United States,8382,Mamaearth Appliances Product 138,Books,IKEA,5,21613,100,19451.7,120,108065,127536.7,Credit Card,Delivered,4.2,2026-11-01 05:32:54
100051,6511,Sandra King,ruizkaitlyn@example.org,Jeffreyland,Wyoming,United States,5117,HP Books Product 94,Toys,Adidas,4,8289,750,5968.08,120,33156,38494.08,Debit Card,Processing,4.2,2027-01-13 11:27:54
100052,2402,Amanda Johnson,jamessmith@example.org,East Thomas,Delaware,United States,5988,Mamaearth Grocery Product 251,Furniture,Philips,3,19833,100,10709.82,120,59499,70228.82,Credit Card,Pending,5.0,2025-05-09 06:15:54
100053,4986,Claudia Lyons,gary91@example.org,Danieltown,Maryland,United States,6254,Dell Appliances Product 189,Toys,Lenovo,4,14984,0,10788.48,0,59936,70724.48,Cash on Delivery,Processing,4.5,2026-02-23 21:28:54
100054,4777,Susan Brooks,charlesvaughn@example.net,North Heidi,Maryland,United States,5494,Mamaearth Beauty Product 162,Fashion,Mamaearth,5,11138,250,10024.2,80,55690,65544.2,Cash on Delivery,Shipped,4.0,2026-01-30 23:19:54
100055,5636,Lindsay Martinez,reedross@example.com,New Deborahtown,Nebraska,United States,5411,IKEA Beauty Product 152,Beauty,Boat,2,24501,750,8820.36,60,49002,57132.36,Credit Card,Processing,3.5,2026-12-23 06:41:54
100056,3068,Ashley Yu,bzimmerman@example.org,Christinaside,Wyoming,United States,7612,IKEA Toys Product 53,Electronics,LG,5,4446,100,4001.4,0,22230,26131.4,Debit Card,Pending,4.5,2025-06-23 07:21:54
100057,2070,Mr. Nicholas Adams,mariahmiller@example.com,Port Steven,South Carolina,United States,6641,HP Fashion Product 296,Electronics,Nike,4,11463,0,8253.36,0,45852,54105.36,Credit Card,Cancelled,4.2,2026-01-12 05:10:54
100058,11132,Gabrielle Snyder,hunter35@example.com,Joshuaview,Oklahoma,United States,5924,Philips Furniture Product 195,Toys,Zara,1,8431,0,1517.58,120,8431,10068.58,Net Banking,Processing,4.8,2026-06-29 09:41:54
100059,4457,Travis Miller,wfreeman@example.org,Brewerfort,New Hampshire,United States,6083,Dell Fashion Product 81,Beauty,Nike,4,10305,0,7419.6,120,41220,48759.6,Cash on Delivery,Delivered,4.0,2025-08-07 20:43:54
100060,4792,Anna Walker,kevinperkins@example.com,Ronaldside,Michigan,United States,6180,Mamaearth Sports Product 360,Toys,Samsung,1,13685,750,2463.3,120,13685,15518.3,Wallet,Shipped,4.2,2026-08-22 23:05:54
100061,11610,Jesse Parker,davidlee@example.org,East Javier,New Mexico,United States,5610,Zara Sports Product 424,Home & Kitchen,Samsung,5,21964,50,19767.6,80,109820,129617.6,UPI,Shipped,4.2,2025-08-24 07:17:54
100062,5982,Kevin Wolf,tina34@example.org,Harrytown,Virginia,United States,7866,Puma Sports Product 257,Furniture,HP,5,24840,100,22356.0,80,124200,146536.0,Net Banking,Delivered,4.8,2025-09-03 04:47:54
100063,4750,Denise Mccann,heidi27@example.org,New Justinfort,New Hampshire,United States,8939,Dell Appliances Product 301,Electronics,Philips,1,14455,250,2601.9,120,14455,16926.9,Wallet,Processing,4.8,2026-01-09 14:08:54
100064,5557,Vincent King,ewilson@example.com,Joneston,Georgia,United States,5743,LG Grocery Product 326,Toys,Samsung,1,6039,750,1087.02,120,6039,6496.02,Net Banking,Processing,4.5,2027-02-25 05:01:54
100065,9117,Justin Torres,davidduran@example.net,Port Alexandra,New Hampshire,United States,6180,Dell Grocery Product 417,Furniture,Apple,3,10819,0,5842.26,40,32457,38339.26,Net Banking,Delivered,4.2,2026-04-01 03:47:54
100066,9889,Elizabeth Chapman,ntorres@example.org,Port Jaredborough,Kentucky,United States,6892,Puma Electronics Product 97,Furniture,Boat,3,10892,0,5881.68,80,32676,38637.68,Cash on Delivery,Pending,5.0,2026-10-06 14:45:54
100067,5719,Brooke Thompson,moorericky@example.net,Carterbury,Maine,United States,6794,Zara Toys Product 63,Electronics,Dell,4,1990,50,1432.8,60,7960,9402.8,Cash on Delivery,Shipped,5.0,2026-11-11 19:02:54
100068,4681,Michele Gibson,sandrafrench@example.net,South Danny,Iowa,United States,8446,Zara Fashion Product 237,Fashion,Dell,2,10481,1000,3773.16,0,20962,23735.16,Credit Card,Pending,5.0,2026-11-15 03:08:54
100069,8483,Susan Serrano,brownlaura@example.net,Scottmouth,Vermont,United States,7257,Nike Grocery Product 98,Appliances,Lenovo,3,16973,100,9165.42,80,50919,60064.42,Wallet,Shipped,3.5,2026-09-05 05:18:54
100070,5891,James Nelson,mkim@example.org,Navarroview,Alaska,United States,8430,LG Appliances Product 338,Toys,IKEA,3,13895,250,7503.3,120,41685,49058.3,Credit Card,Pending,4.8,2026-01-26 14:21:54
100071,6272,Vernon Huff,keyemily@example.com,Port Katelynfort,North Dakota,United States,8561,Adidas Beauty Product 293,Grocery,Adidas,4,11608,250,8357.76,120,46432,54659.76,Net Banking,Delivered,4.2,2026-11-06 02:32:54
100072,9115,Sydney White,fwalters@example.org,Baileymouth,Massachusetts,United States,8951,Apple Home & Kitchen Product 258,Appliances,Boat,4,23407,500,16853.04,80,93628,110061.04000000001,UPI,Pending,3.5,2027-03-09 10:12:54
100073,2225,Shannon Rivera,zroberts@example.net,South Christopherview,Massachusetts,United States,6923,Philips Sports Product 174,Appliances,Mamaearth,5,15271,0,13743.9,40,76355,90138.9,Net Banking,Delivered,4.2,2026-06-22 10:12:54
100074,2121,Raymond Hancock,sandovalamy@example.com,East Aprilfort,South Dakota,United States,5961,Dell Sports Product 117,Fashion,Puma,5,12751,250,11475.9,80,63755,75060.9,UPI,Delivered,4.5,2026-11-03 15:42:54
100075,1919,Anthony Adams,sarakim@example.net,Martinezbury,Virginia,United States,6201,Boat Books Product 221,Home & Kitchen,Adidas,2,23040,100,8294.4,0,46080,54274.4,Cash on Delivery,Pending,4.8,2025-06-15 00:53:54
100076,4945,Juan Tran,walkermaureen@example.org,Valentineberg,New York,United States,7038,Zara Appliances Product 74,Beauty,HP,2,5869,0,2112.84,0,11738,13850.84,Wallet,Processing,4.5,2027-01-13 02:42:54
100077,3588,Dorothy Thornton,edavenport@example.org,Arnoldfurt,Illinois,United States,5302,HP Books Product 301,Sports,Dell,3,22150,0,11961.0,80,66450,78491.0,Net Banking,Processing,4.5,2026-02-17 11:37:54
100078,10370,Katie Suarez,hillkristy@example.com,Sarahhaven,Louisiana,United States,6470,LG Sports Product 359,Sports,Apple,3,6826,500,3686.04,80,20478,23744.04,Wallet,Pending,4.2,2025-08-15 21:27:54
100079,4770,Diane Evans,cgrimes@example.net,Reedside,Wisconsin,United States,7486,Philips Books Product 113,Beauty,LG,1,18843,0,3391.74,120,18843,22354.739999999998,Debit Card,Shipped,5.0,2026-09-18 23:52:54
100080,6977,Jordan Morris,tinaallen@example.com,Port Kimberly,Arizona,United States,7999,Nike Fashion Product 466,Sports,Boat,1,20859,0,3754.62,60,20859,24673.62,Wallet,Pending,4.0,2026-07-23 15:40:54
100081,5465,John Mcintyre,qhughes@example.net,South Tammie,Florida,United States,8401,Nike Sports Product 468,Toys,Philips,2,4629,1000,1666.44,60,9258,9984.44,Debit Card,Processing,3.5,2026-10-24 07:01:54
100082,7511,Leslie Kane,dgarcia@example.org,South Monica,Georgia,United States,8961,IKEA Furniture Product 188,Fashion,Philips,4,2766,0,1991.52,40,11064,13095.52,Net Banking,Delivered,4.2,2027-03-22 13:46:54
100083,5295,Richard Baker,vsantos@example.net,Finleyfort,Ohio,United States,7394,Puma Books Product 56,Beauty,HP,5,4348,750,3913.2,60,21740,24963.2,UPI,Cancelled,4.8,2027-03-18 13:46:54
100084,5951,Barry Welch,wendy16@example.org,South Garrettport,Alaska,United States,7659,Puma Fashion Product 72,Electronics,Apple,3,20290,50,10956.6,0,60870,71776.6,Debit Card,Pending,3.5,2027-02-08 05:01:54
100085,11985,Robert Carter,ryan38@example.com,East Gregory,South Carolina,United States,8888,Mamaearth Furniture Product 215,Appliances,Mamaearth,1,7992,1000,1438.56,40,7992,8470.56,Wallet,Shipped,4.5,2026-05-31 04:26:54
100086,4559,Lisa Allen,jesselittle@example.com,Elizabethmouth,Maine,United States,6816,HP Beauty Product 438,Books,Samsung,1,16333,500,2939.94,60,16333,18832.94,Wallet,Processing,4.8,2025-06-01 12:26:54
100087,8450,Brooke Alexander,vanessa46@example.net,Stephenport,Illinois,United States,5375,Dell Beauty Product 329,Appliances,Apple,3,2283,500,1232.82,60,6849,7641.82,UPI,Processing,4.0,2025-11-08 17:57:54
100088,4538,Dr. Ashley James MD,victoria40@example.net,Hillshire,Utah,United States,8330,IKEA Beauty Product 169,Home & Kitchen,Philips,2,18799,50,6767.64,0,37598,44315.64,Cash on Delivery,Delivered,4.2,2026-11-16 20:40:54
100089,1422,Valerie Lozano,swall@example.org,Jefferyborough,South Carolina,United States,5539,Apple Books Product 405,Beauty,LG,2,4558,1000,1640.88,60,9116,9816.880000000001,Debit Card,Delivered,4.0,2025-10-23 17:45:54
100090,2041,Perry Saunders,courtneyberger@example.net,West Kristinaton,Pennsylvania,United States,6950,HP Books Product 263,Appliances,Samsung,3,2016,0,1088.64,80,6048,7216.64,Net Banking,Cancelled,4.0,2026-10-18 17:50:54
100091,1996,Carlos Browning,julie23@example.org,Alyssaview,Hawaii,United States,6961,IKEA Grocery Product 219,Fashion,HP,5,1719,1000,1547.1,60,8595,9202.1,Wallet,Pending,3.5,2026-08-11 10:04:54
100092,11372,Roger Olson,julie51@example.com,East Karenbury,Utah,United States,7397,Lenovo Books Product 196,Appliances,Lenovo,1,10853,0,1953.54,0,10853,12806.54,Debit Card,Pending,4.8,2025-09-04 22:42:54
100093,10033,Veronica Coffey,christopher60@example.com,South Miguelview,Pennsylvania,United States,7952,IKEA Beauty Product 221,Toys,Zara,5,14395,0,12955.5,0,71975,84930.5,Credit Card,Pending,4.2,2027-02-28 10:59:54
100094,11897,Mark Watson,thomasharvey@example.net,Rosebury,Tennessee,United States,6044,Boat Home & Kitchen Product 352,Toys,Samsung,4,13364,500,9622.08,0,53456,62578.08,UPI,Delivered,3.5,2026-03-15 03:23:54
100095,10201,Rodney Blankenship,debra12@example.org,West Wendyville,Connecticut,United States,7300,Boat Fashion Product 211,Books,IKEA,4,3463,250,2493.36,40,13852,16135.36,Wallet,Pending,5.0,2026-11-18 15:40:54
100096,4485,Joshua Price,ellen86@example.net,South Diana,New York,United States,5633,Dell Toys Product 115,Fashion,Boat,1,9724,100,1750.32,60,9724,11434.32,Cash on Delivery,Processing,3.5,2025-08-13 08:35:54
100097,11529,Teresa Ramirez,jeff73@example.com,Lake Michaelstad,Arkansas,United States,7280,Apple Appliances Product 476,Sports,Apple,3,19111,50,10319.94,80,57333,67682.94,Credit Card,Processing,5.0,2026-11-24 09:42:54
100098,11769,Colton Martinez,ndavis@example.net,North Kristinbury,Florida,United States,6641,Samsung Home & Kitchen Product 380,Electronics,Samsung,3,11434,250,6174.36,0,34302,40226.36,Wallet,Cancelled,4.0,2025-10-30 18:39:54
100099,6314,Christine Gallegos,brendali@example.org,Kimtown,Louisiana,United States,8181,LG Appliances Product 44,Electronics,Nike,4,14056,750,10120.32,60,56224,65654.32,Credit Card,Cancelled,3.5,2025-10-07 01:22:54
100100,7785,Brianna Anderson,lauren10@example.org,West Kristybury,Pennsylvania,United States,6118,Adidas Furniture Product 59,Books,Puma,1,9215,750,1658.7,80,9215,10203.7,UPI,Processing,5.0,2026-09-08 09:31:54
100101,10819,Christopher Williams,vfox@example.org,Weststad,North Carolina,United States,5224,Apple Beauty Product 155,Beauty,Philips,5,16244,1000,14619.6,60,81220,94899.6,Credit Card,Processing,4.2,2025-06-13 21:28:54
100102,7229,Jodi Walker,acostaregina@example.net,Stephentown,Arkansas,United States,7181,Mamaearth Beauty Product 257,Furniture,IKEA,3,4230,0,2284.2,80,12690,15054.2,Wallet,Processing,3.5,2026-07-12 19:11:54
100103,2275,Dr. Jessica Rodriguez DDS,fjones@example.com,North David,South Carolina,United States,8531,Boat Appliances Product 220,Appliances,Puma,4,24614,0,17722.08,80,98456,116258.08,Wallet,Pending,4.2,2025-05-18 05:01:54
100104,6928,Kimberly Nguyen,shawn96@example.org,Port Dianaside,Washington,United States,5360,Puma Fashion Product 125,Grocery,LG,1,13571,0,2442.78,60,13571,16073.78,Net Banking,Cancelled,3.5,2025-10-21 09:32:54
100105,9363,Jessica Beasley,dmorgan@example.com,Blairmouth,Nevada,United States,7593,Samsung Furniture Product 262,Beauty,Zara,4,10466,250,7535.52,40,41864,49189.520000000004,Debit Card,Processing,5.0,2026-04-04 19:07:54
100106,10869,David Mckay,fjones@example.org,Davisstad,Florida,United States,5626,Philips Fashion Product 91,Toys,HP,2,8041,0,2894.76,40,16082,19016.760000000002,Cash on Delivery,Cancelled,4.5,2026-01-15 20:14:54
100107,8682,Laurie Hoffman,elizabeth65@example.net,Parrishton,Maine,United States,6811,Dell Sports Product 408,Sports,LG,5,21368,250,19231.2,60,106840,125881.2,UPI,Processing,4.8,2025-09-30 04:07:54
100108,5703,Heather Lane,ericolson@example.org,Meganstad,Delaware,United States,5314,Dell Fashion Product 315,Appliances,Lenovo,1,10470,750,1884.6,80,10470,11684.6,Net Banking,Pending,4.8,2025-06-05 15:26:54
100109,6267,Laura Aguirre,lynchdiane@example.net,Anthonyview,Vermont,United States,7478,HP Furniture Product 78,Electronics,HP,5,24511,0,22059.9,80,122555,144694.9,UPI,Processing,5.0,2026-12-05 10:15:54
100110,8199,Tammy Bell,mollyknight@example.com,East Joycetown,Colorado,United States,7146,Lenovo Appliances Product 82,Books,Boat,1,16832,0,3029.76,0,16832,19861.760000000002,Debit Card,Pending,4.5,2026-01-07 12:31:54
100111,10141,Cindy Barnes,eric45@example.net,North Ericton,Utah,United States,7778,Puma Sports Product 130,Appliances,IKEA,3,22545,0,12174.3,60,67635,79869.3,Credit Card,Processing,3.5,2025-07-05 00:09:54
100112,11848,Jeremy Coleman,nperry@example.net,West Russellport,Utah,United States,6605,Nike Appliances Product 363,Fashion,Sony,5,22044,0,19839.6,60,110220,130119.6,Cash on Delivery,Pending,5.0,2026-03-12 10:47:54
100113,9331,Katelyn Estrada,walkertracey@example.org,East Kevinborough,Wyoming,United States,6482,Apple Books Product 159,Home & Kitchen,Adidas,3,4486,1000,2422.44,0,13458,14880.44,Debit Card,Pending,4.0,2027-02-19 11:30:54
100114,9843,David Murphy,jimenezryan@example.org,Patelbury,North Carolina,United States,8420,Mamaearth Furniture Product 20,Books,Zara,2,4806,0,1730.16,0,9612,11342.16,Cash on Delivery,Shipped,4.8,2026-02-24 17:35:54
100115,3712,Mary Gomez,chensley@example.com,South Samanthamouth,Oregon,United States,7953,HP Electronics Product 211,Books,Dell,4,5353,0,3854.16,40,21412,25306.16,Wallet,Shipped,4.5,2027-04-08 09:54:54
100116,8684,Jared Bowman,darius05@example.org,Collierstad,Colorado,United States,8702,IKEA Beauty Product 189,Appliances,HP,5,9635,750,8671.5,40,48175,56136.5,Net Banking,Processing,4.5,2026-10-26 21:22:54
100117,5096,Brian Graham,zwarren@example.com,Jeffreyburgh,California,United States,5213,Dell Toys Product 448,Books,Lenovo,5,17582,500,15823.8,40,87910,103273.8,UPI,Cancelled,3.5,2025-11-19 09:11:54
100118,8167,Ashley Hicks,michael23@example.org,West James,Rhode Island,United States,5375,Zara Beauty Product 419,Toys,Zara,3,3047,0,1645.38,60,9141,10846.380000000001,Debit Card,Delivered,4.5,2026-08-02 06:12:54
100119,7142,Peter Jones,kmarshall@example.net,Maldonadoshire,Tennessee,United States,5919,Apple Books Product 477,Fashion,IKEA,1,13290,1000,2392.2,60,13290,14742.2,Wallet,Processing,4.0,2025-12-26 02:08:54
100120,8685,Lori Lin,edward17@example.com,Laurashire,Arkansas,United States,6837,LG Electronics Product 464,Fashion,Apple,2,1554,100,559.44,80,3108,3647.44,Debit Card,Shipped,4.0,2027-04-10 18:51:54
100121,5934,Benjamin Murray,brownmarie@example.org,New Brookefurt,New Jersey,United States,5499,Apple Beauty Product 215,Appliances,HP,5,24129,1000,21716.1,80,120645,141441.1,UPI,Delivered,4.5,2025-08-19 23:18:54
